1,1,1,"[4, 1, 2]","[250, 1, 230, 1, 240, 3]"
2,2,1,"[4, 2, 1]","[250, 3, 240, 1, 230, 2]"
1,2,1,"[4, 1, 2]","[250, 1, 200, 2, 240, 2]"
1,1,2,"[1, 4, 2]","[230, 2, 220, 1, 240, 3]"
2,1,2,"[2, 4, 1]","[210, 3, 220, 2, 200, 3]"
1,2,1,"[2, 1, 4]","[210, 2, 200, 3, 250, 1]"
2,1,1,"[2, 4, 1]","[240, 1, 250, 1, 230, 1]"
2,1,1,"[1, 4, 2]","[200, 3, 220, 3, 210, 1]"
2,1,1,"[1, 4, 2]","[230, 3, 220, 2, 210, 2]"
1,2,2,"[4, 1, 2]","[220, 1, 200, 3, 210, 3]"
