1,2,2,"[1, 2, 4]","[200, 1, 210, 1, 220, 2]"
1,1,2,"[4, 2, 1]","[220, 1, 240, 1, 230, 1]"
1,2,2,"[4, 1, 2]","[220, 2, 200, 2, 210, 2]"
1,2,2,"[1, 2, 4]","[200, 2, 210, 2, 250, 2]"
1,2,1,"[2, 1, 4]","[210, 2, 200, 2, 250, 2]"
2,2,1,"[1, 2, 4]","[200, 1, 240, 3, 220, 3]"
1,2,2,"[2, 1, 4]","[240, 3, 200, 2, 220, 2]"
1,1,2,"[4, 1, 2]","[250, 1, 230, 3, 240, 1]"
1,2,1,"[1, 4, 2]","[200, 2, 250, 1, 210, 2]"
1,2,1,"[4, 1, 2]","[250, 1, 230, 1, 210, 3]"
