[0.0, 0.1652812957763672]
[0.009358119964602452, 0.15783309936523438]
[0.009622001647947798, 0.1662731170654297]
[-0.00013818740845294997, 0.16798973083496094]
[-0.00029869079590127967, 0.1598358154296875]
[-0.00022850036621235859, 0.166015625]
[-0.0002820014953641703, 0.1735210418701172]
[-0.00028352737426473595, 0.1652812957763672]
[-0.00026073455810404766, 0.16324996948242188]
[-0.009850406646719989, 0.1720142364501953]
[-0.00020875930785990704, 0.16511917114257812]
[-0.00038433074951171875, 0.15776634216308594]
[-0.019542217254631566, 0.16602516174316406]
[-0.038903713226325465, 0.1675128936767578]
[-0.038850593566898795, 0.15939712524414062]
[-0.029175758361816406, 0.16584396362304688]
[-0.048509788513186436, 0.17324447631835938]
[-0.0485476493835435, 0.16513824462890625]
[-0.038733577728272905, 0.16332626342773438]
[-0.04856328964233825, 0.17233848571777344]
[-0.048412322998046875, 0.16524314880371094]
[-0.048231506347661934, 0.1581096649169922]
[-0.04848432540893555, 0.16640663146972656]
[-0.05808315277100462, 0.1676654815673828]
[-0.05794258117675355, 0.160064697265625]
[-0.0674748420715332, 0.16695022583007812]
[-0.06766290664672425, 0.17404556274414062]
[-0.07694110870362181, 0.1659393310546875]
[-0.0770353317260728, 0.16480445861816406]
[-0.0866331100463853, 0.17395973205566406]
[-0.08672409057616903, 0.16678810119628906]
[-0.08668098449706463, 0.159759521484375]
[-0.0865204811096163, 0.1679706573486328]
[-0.07695941925048544, 0.16907691955566406]
[-0.08655204772949077, 0.1614856719970703]
[-0.08650245666503764, 0.1683521270751953]
[-0.09615087509155984, 0.175628662109375]
[-0.10575695037842081, 0.16762733459472656]
[-0.1056339263915973, 0.1661205291748047]
[-0.1153254508972168, 0.17525672912597656]
[-0.11510591506957724, 0.16759872436523438]
[-0.12467603683471395, 0.160675048828125]
[-0.11519365310668661, 0.1688385009765625]
[-0.13435068130493022, 0.16969680786132812]
[-0.12448272705078267, 0.16127586364746094]
[-0.13429203033447124, 0.16832351684570312]
[-0.14381713867187784, 0.17513275146484375]
[-0.14365339279174805, 0.16701698303222656]
[-0.1434577941894517, 0.16579627990722656]
[-0.14355525970458416, 0.1748180389404297]
[-0.1530020713806124, 0.16699790954589844]
[-0.15308208465575746, 0.16012191772460938]
[-0.14342203140258647, 0.16821861267089844]
[-0.13404636383056356, 0.16875267028808594]
[-0.12441835403443235, 0.16023635864257812]
[-0.12441568374634215, 0.16770362854003906]
[-0.11489944458008239, 0.17439842224121094]
[-0.10520277023315572, 0.1665210723876953]
[-0.09565095901489684, 0.16557693481445312]
[-0.08621616363524964, 0.17496109008789062]
[-0.0765533447265625, 0.16675949096679688]
[-0.06701545715331747, 0.159912109375]
[-0.057545089721678266, 0.1678180694580078]
[-0.0576324462890625, 0.1681995391845703]
[-0.048019123077388315, 0.1597309112548828]
[-0.038311576843256034, 0.1674652099609375]
[-0.04821186065673544, 0.17419815063476562]
