[0.0, 0.0018787384033203125]
[0.009618759155266332, -0.007801055908203125]
[0.01907110214232688, 0.0005435943603515625]
[-5.9986114514742894e-05, 0.008687973022460938]
[0.009535312652580785, -0.0009059906005859375]
[-8.115768434180382e-05, -0.0022411346435546875]
[-0.009488487243650923, 0.008487701416015625]
[-0.009536361694337359, -0.000591278076171875]
[-0.009446907043461295, -0.008649826049804688]
[-0.019056892395020952, 0.0010013580322265625]
[-0.01907644271850728, 0.0016307830810546875]
[-0.009415245056153765, -0.008182525634765625]
[-0.019041252136240416, 0.000553131103515625]
[-0.01920824050903036, 0.008449554443359375]
[-0.01937828063964986, -0.000972747802734375]
[-0.0003473281860379984, -0.0020313262939453125]
[-0.01949567794800089, 0.008783340454101562]
[-0.019406318664564992, -0.000591278076171875]
[-0.019490528106693716, -0.008440017700195312]
[-0.019469070434574576, 0.001087188720703125]
[-0.019472980499280368, 0.001430511474609375]
[-0.02907438278197816, -0.0084686279296875]
[-0.029181385040281782, 0.0005817413330078125]
[-0.038824176788338605, 0.008287429809570312]
[-0.029261207580574933, -0.001049041748046875]
[-0.029291820526118784, -0.00179290771484375]
[-0.04846334457397461, 0.009088516235351562]
[-0.058232212066656075, -0.0006008148193359375]
[-0.05820798873901367, -0.008211135864257812]
[-0.07747678756713583, 0.0011920928955078125]
[-0.07735900878906676, 0.001201629638671875]
[-0.08683214187622212, -0.008783340454101562]
[-0.07739133834839151, 0.0005626678466796875]
[-0.07738056182861897, 0.008029937744140625]
[-0.06766424179078001, -0.001163482666015625]
[-0.04855699539185565, -0.0015735626220703125]
[-0.0485319137573299, 0.009336471557617188]
[-0.03898487091065306, -0.0005817413330078125]
[-0.02942190170288228, -0.0080108642578125]
[-0.019923591613775216, 0.0013446807861328125]
[-0.01995983123780576, 0.001010894775390625]
[-0.010339832305909624, -0.009050369262695312]
[-0.010318660736089669, 0.00057220458984375]
[-0.010282707214358311, 0.0077915191650390625]
[-0.010154914855959873, -0.001277923583984375]
[-0.0006482124328641703, -0.0014019012451171875]
[-0.010241127014168683, 0.0095367431640625]
[-0.019641971588143292, -0.0005817413330078125]
[-0.010164833068856183, -0.0077724456787109375]
[-0.01042671203614276, 0.001506805419921875]
[0.008797454833988638, 0.0008106231689453125]
[-0.01037273406982564, -0.009260177612304688]
[-0.020153617858895245, 0.0005817413330078125]
[-0.01053152084350728, 0.0075626373291015625]
[-0.010415363311771841, -0.00141143798828125]
[-0.02958145141602131, -0.00118255615234375]
[-0.02030477523803853, 0.00972747802734375]
[-0.029856967926029654, -0.000591278076171875]
[-0.03929338455199627, -0.0075244903564453125]
[-0.04887228012085387, 0.001678466796875]
[-0.0679989814758244, 0.00064849853515625]
[-0.05838699340819886, -0.009508132934570312]
[-0.06800832748413654, 0.000591278076171875]
[-0.07752170562743999, 0.0072574615478515625]
[-0.08687591552735086, -0.001583099365234375]
[-0.08705072402953817, -0.0010204315185546875]
[-0.09668998718262145, 0.009870529174804688]
[-0.09656181335449077, -0.000591278076171875]
[-0.07741470336914347, -0.007266998291015625]
[-0.07753210067748739, 0.001888275146484375]
[-0.08702955245971111, 0.0004863739013671875]
[-0.07741470336914347, -0.009622573852539062]
[-0.06783018112182759, 0.0005817413330078125]
[-0.06798505783081055, 0.0069904327392578125]
[-0.06801900863647603, -0.0017642974853515625]
[-0.058416557312007455, -0.0008487701416015625]
[-0.058470439910891514, 0.009984970092773438]
[-0.06802349090576598, -0.000591278076171875]
[-0.06816120147705362, -0.00701904296875]
[-0.058765125274661045, 0.00209808349609375]
[-0.07785549163818928, 0.00030517578125]
[-0.05873155593872781, -0.00980377197265625]
[-0.05888614654541158, 0.0005817413330078125]
[-0.06846075057984535, 0.0067138671875]
[-0.058826732635509416, -0.001964569091796875]
[-0.05884666442871378, -0.0006771087646484375]
[-0.04943466186524148, 0.01010894775390625]
[-0.049365139007576886, -0.000591278076171875]
[-0.04938116073608967, -0.006732940673828125]
[-0.05891170501708842, 0.0023746490478515625]
[-0.0588621139526353, 0.0001621246337890625]
[-0.05881547927856445, -0.009889602661132812]
[-0.058788681030272016, 0.0005817413330078125]
[-0.06828737258911133, 0.0064182281494140625]
[-0.06814880371094034, -0.0022220611572265625]
[-0.06818666458130451, -0.0005435943603515625]
[-0.07761716842651367, 0.010128021240234375]
[-0.07760152816773314, -0.000591278076171875]
[-0.06790361404418377, -0.0064563751220703125]
[-0.08713817596434836, 0.0026798248291015625]
[-0.09655504226684997, 3.814697265625e-05]
[-0.07729053497315164, -0.009937286376953125]
[-0.08669471740724077, 0.000591278076171875]
[-0.09647006988526385, 0.0061321258544921875]
[-0.09634714126588051, -0.0024700164794921875]
