[0.0, 0.0020313262939453125]
[1.6021728519888256e-05, -0.007839202880859375]
[-0.00947189331053977, 0.0005626678466796875]
[0.00013504028319744066, 0.008878707885742188]
[-0.009477424621579189, -0.0010204315185546875]
[-0.019028759002686968, -0.002384185791015625]
[-0.019141006469730826, 0.008535385131835938]
[-0.03817787170410725, -0.0006580352783203125]
[-0.01902561187744567, -0.008821487426757812]
[-0.028551387786869498, 0.0010776519775390625]
[-0.03811311721801758, 0.001811981201171875]
[-0.03810396194457866, -0.0081634521484375]
[-0.028566551208498936, 0.0006008148193359375]
[-0.028540992736814985, 0.008611679077148438]
[-0.0380396842956543, -0.0010013580322265625]
[-0.038070392608638315, -0.0020885467529296875]
[-0.03818740844727131, 0.008687973022460938]
[-0.028566932678216972, -0.0006580352783203125]
[-0.038092422485355826, -0.008573532104492188]
[-0.028530693054193534, 0.0010967254638671875]
[-0.01903591156005291, 0.0014972686767578125]
[-0.01901960372924094, -0.00835418701171875]
[5.960464478249605e-05, 0.0006103515625]
[-0.009423923492434483, 0.008411407470703125]
[-0.009377288818363638, -0.001068115234375]
[-0.009374046325682173, -0.0018978118896484375]
[0.00014533996582599684, 0.009002685546875]
[-0.009386920928953657, -0.0006389617919921875]
[0.00029020309448668513, -0.008382797241210938]
[-0.00950269699095685, 0.0012111663818359375]
[0.00019006729125692345, 0.0013065338134765625]
[-0.009427642822267046, -0.008649826049804688]
[-0.018995857238763847, 0.0006198883056640625]
[-0.019193840026851205, 0.00827789306640625]
[-0.02855882644652752, -0.001201629638671875]
[-0.028601932525631923, -0.0016880035400390625]
[-0.03818092346190838, 0.009250640869140625]
[-0.0382080078125, -0.0006580352783203125]
[-0.047717475891104755, -0.00823974609375]
[-0.05741415023803853, 0.0013637542724609375]
[-0.057571792602530536, 0.0011539459228515625]
[-0.06695432662963441, -0.008993148803710938]
[-0.06685409545897869, 0.0006389617919921875]
[-0.07650766372680096, 0.008068084716796875]
[-0.07649726867674644, -0.0012493133544921875]
[-0.07669763565063192, -0.001506805419921875]
[-0.08609218597411683, 0.009403228759765625]
[-0.08598556518554545, -0.0006580352783203125]
[-0.09548425674439187, -0.008029937744140625]
[-0.09521160125732564, 0.001430511474609375]
[-0.09522638320922283, 0.0009250640869140625]
[-0.10460376739502664, -0.009164810180664062]
[-0.10456628799438761, 0.000629425048828125]
[-0.11409816741943501, 0.00774383544921875]
[-0.11398477554320863, -0.0014209747314453125]
[-0.09508361816405397, -0.0012969970703125]
[-0.10463018417357972, 0.009708404541015625]
[-0.10467329025268413, -0.0006580352783203125]
[-0.08539247512817383, -0.0077342987060546875]
[-0.08556299209594442, 0.00164031982421875]
[-0.06636199951172728, 0.000762939453125]
[-0.06643667221068483, -0.009355545043945312]
[-0.04714860916136843, 0.00064849853515625]
[-0.047292804718011894, 0.0075626373291015625]
