[0.0, 0.09892463684082031]
[-0.019191455841067295, 0.10804176330566406]
[-0.01932001113890891, 0.10143280029296875]
[-0.009650421142573862, 0.09377479553222656]
[-0.00010900497435528678, 0.1023101806640625]
[-0.009537792205811968, 0.10402679443359375]
[-0.009543418884277344, 0.09561538696289062]
[-7.181167602965388e-05, 0.101776123046875]
[-5.5789947509765625e-05, 0.10973930358886719]
[-0.019181632995596942, 0.10153770446777344]
[-0.009821033477777519, 0.09943962097167969]
[-0.009795475006107779, 0.10842323303222656]
[-0.00018463134765767109, 0.10156631469726562]
[-0.009842205047597474, 0.09387969970703125]
[-0.00970487594604208, 0.10222434997558594]
[-0.00972604751586914, 0.10364532470703125]
[-0.009880924224852095, 0.09512901306152344]
[-0.010120010375977984, 0.10146141052246094]
[-0.00983219146728942, 0.10869979858398438]
[-0.01005697250366211, 0.10035514831542969]
[-0.00035343170166157734, 0.09836196899414062]
[-0.0004672050476131062, 0.10750770568847656]
[-0.010199832916256923, 0.10068893432617188]
[-0.0004888534545983703, 0.09317398071289062]
[0.009073734283447266, 0.10153770446777344]
[0.008967971801759234, 0.10304450988769531]
[0.009078884124761544, 0.09466171264648438]
[0.028109455108648262, 0.10117530822753906]
[0.01841669082642028, 0.10876655578613281]
[0.02797212600707155, 0.10046958923339844]
[0.03744688034057475, 0.09846687316894531]
[0.02780761718749858, 0.10773658752441406]
[0.037441635131834516, 0.10071754455566406]
[0.02781276702880575, 0.09332656860351562]
[0.027903747558596592, 0.1018524169921875]
[0.027866268157957563, 0.10335922241210938]
[0.02780237197875124, 0.09504318237304688]
[0.037441635131834516, 0.10163307189941406]
[0.027925395965581856, 0.10907173156738281]
[0.02773818969725994, 0.10085105895996094]
[0.037543869018563214, 0.0991058349609375]
[0.03752670288085369, 0.10849952697753906]
[0.028017997741692113, 0.101318359375]
[0.01856203079223917, 0.09400367736816406]
[0.018514156341552734, 0.10234832763671875]
[0.018473148345947266, 0.10378837585449219]
[0.008871078491210938, 0.09534835815429688]
[0.018423271179194955, 0.10201454162597656]
[0.008796501159665127, 0.10947227478027344]
[-0.0008199691772432516, 0.10135650634765625]
[-0.0007064819335980133, 0.0994110107421875]
[-0.010377597808840733, 0.10865211486816406]
[-0.010324478149421168, 0.10155677795410156]
[-0.010196685791015625, 0.09418487548828125]
[-0.019930458068856183, 0.10247230529785156]
[-0.010440921783455792, 0.10373115539550781]
[-0.019984340667733136, 0.09520530700683594]
[-0.02960443496703391, 0.10188102722167969]
[-0.02961683273314719, 0.10914802551269531]
[-0.029687881469733668, 0.10100364685058594]
[-0.020020675659175424, 0.09923934936523438]
[-0.01987257003784748, 0.10852813720703125]
[-0.02003307342529581, 0.10126113891601562]
[-0.019878196716312857, 0.09412765502929688]
[-0.010522460937501421, 0.1021575927734375]
[-0.01050128936767436, 0.1033782958984375]
[-0.000758266448968925, 0.09512901306152344]
[-0.000827789306640625, 0.10174751281738281]
[-0.010306930541993609, 0.10905265808105469]
[-0.0008605003356976226, 0.10115623474121094]
[-0.0008377075195298289, 0.09954452514648438]
[-0.000924396514889736, 0.10891914367675781]
[-0.0007319450378417969, 0.10165214538574219]
[0.008829402923588248, 0.09441375732421875]
[-0.0009899139404296875, 0.10258674621582031]
[-0.01056404113769105, 0.10370254516601562]
[-0.020070743560793858, 0.09528160095214844]
[-0.010657501220705967, 0.10217666625976562]
[-0.020428466796865052, 0.10944366455078125]
[-0.02025194168090394, 0.10149955749511719]
[-0.0011782646179199219, 0.09993553161621094]
[-0.0012633323669462015, 0.10918617248535156]
[-0.0011631011962833782, 0.10191917419433594]
[0.017973232269291373, 0.09474754333496094]
[0.01767416000366495, 0.10296821594238281]
[0.027356529235838423, 0.10399818420410156]
[0.036971759796138315, 0.09547233581542969]
[0.036960983276365766, 0.10235786437988281]
[0.03683643341064169, 0.10951995849609375]
[0.0273006439209027, 0.10159492492675781]
[0.02731389999389222, 0.09997367858886719]
[0.027285575866692113, 0.1093292236328125]
[0.027456855773920097, 0.10183334350585938]
[0.027446079254140443, 0.09450912475585938]
[0.02739219665526349, 0.10277748107910156]
[0.027383041381831674, 0.1038360595703125]
[0.03688526153564453, 0.09528160095214844]
[0.02728996276855611, 0.10245323181152344]
[0.01768941879272745, 0.10966300964355469]
[0.017646312713623047, 0.10159492492675781]
[0.017795562744140625, 0.10018348693847656]
[0.017709732055656957, 0.10962486267089844]
[0.008201503753660688, 0.10206222534179688]
[0.008215808868406782, 0.0948333740234375]
[0.0177248954772935, 0.1031494140625]
[0.008183479309082031, 0.10399818420410156]
[0.008145999908443002, 0.09548187255859375]
[0.00822591781616211, 0.10286331176757812]
[0.008065414428706674, 0.11005401611328125]
[0.017660427093510123, 0.10201454162597656]
[0.017549133300775566, 0.10073661804199219]
[0.007909870147699394, 0.11058807373046875]
[0.017649364471431284, 0.10278701782226562]
[0.017595481872561436, 0.09549140930175781]
[0.017763233184815874, 0.10371208190917969]
[0.01767253875732422, 0.10442733764648438]
[0.0178154945373592, 0.09558677673339844]
[0.01769809722900817, 0.10304450988769531]
[0.01760225296020934, 0.11019706726074219]
[0.017686080932627135, 0.10210037231445312]
[0.027262306213380327, 0.10083198547363281]
[0.017824649810791016, 0.11042594909667969]
[0.027314186096191406, 0.10260581970214844]
[0.027197647094730826, 0.09541511535644531]
[0.01749420166015625, 0.10362625122070312]
[0.027021312713621626, 0.10437965393066406]
[0.02703046798705344, 0.09570121765136719]
[0.03656797409057333, 0.1032257080078125]
[0.03645944595336914, 0.11030197143554688]
[0.046107864379884234, 0.10232925415039062]
[0.06517477035522035, 0.1010894775390625]
[0.055617332458496094, 0.11081695556640625]
[0.04596853256225586, 0.10279655456542969]
[0.04597377777098899, 0.09578704833984375]
[0.04582405090332031, 0.10400772094726562]
[0.03641757965088033, 0.10457992553710938]
[0.026787471771243077, 0.09593009948730469]
[0.02686367034912962, 0.10342597961425781]
[0.017166996002195845, 0.11020660400390625]
[0.017204475402834873, 0.10216712951660156]
[-0.0018826484680189992, 0.100860595703125]
[0.017188167572022905, 0.11046409606933594]
[0.007673835754395952, 0.10263442993164062]
[0.007699871063238106, 0.09569168090820312]
[0.007694625854497872, 0.10389328002929688]
[0.007728195190431109, 0.10446548461914062]
[-0.0017597198486285492, 0.09568214416503906]
[-0.0019485473632769867, 0.10333061218261719]
[-0.02106895446776491, 0.11027336120605469]
[-0.030503368377679863, 0.10232925415039062]
[-0.040065479278567295, 0.10126113891601562]
[-0.04018449783325195, 0.11089324951171875]
[-0.049629306793207206, 0.102996826171875]
[-0.04952268600463583, 0.09586334228515625]
[-0.049506759643563214, 0.10401725769042969]
[-0.0495210647583022, 0.10441780090332031]
[-0.049444103240965376, 0.09566307067871094]
[-0.0398954391479478, 0.10336875915527344]
[-0.059073257446293326, 0.11026382446289062]
[-0.04951190948486328, 0.10237693786621094]
[-0.04008665084838725, 0.10140419006347656]
[-0.04002361297607138, 0.11092185974121094]
[-0.020881748199457206, 0.10290145874023438]
[-0.011269569396972656, 0.09586334228515625]
[-0.0017773628234891703, 0.10401725769042969]
[0.01732311248779439, 0.1043701171875]
[0.01735305786133523, 0.09556770324707031]
[0.027012252807615766, 0.10319709777832031]
[0.02711277008055646, 0.10987281799316406]
[0.027065753936767578, 0.10217666625976562]
[0.036544513702388315, 0.10129928588867188]
[0.04604196548461914, 0.11088371276855469]
[0.04605236053467365, 0.10280609130859375]
[0.04620170593262429, 0.09600639343261719]
[0.036765670776375714, 0.10423660278320312]
[0.027130889892582388, 0.10458946228027344]
[0.01767883300781392, 0.09569168090820312]
[0.027268123626718932, 0.10359764099121094]
[0.017735862731939278, 0.11029243469238281]
[0.02740707397461506, 0.10267257690429688]
[0.027199840545655718, 0.10178565979003906]
[0.01750154495239542, 0.11135101318359375]
[0.01759777069091939, 0.10338783264160156]
[0.007970523834231358, 0.09654045104980469]
[0.017655277252195845, 0.10446548461914062]
[0.008041763305662641, 0.10487556457519531]
[0.03643999099730877, 0.09621620178222656]
[0.03660612106322958, 0.10411262512207031]
[0.045960330963133345, 0.11051177978515625]
[0.036283588409418144, 0.10274887084960938]
[0.04584903717040589, 0.10143280029296875]
[0.045698070526121626, 0.11092185974121094]
[0.045462989807127485, 0.10272979736328125]
[0.045483779907229405, 0.0959014892578125]
[0.04544668197632262, 0.10417938232421875]
[0.05485200881958008, 0.10435104370117188]
[0.05491828918457742, 0.09535789489746094]
[0.045205593109123754, 0.102996826171875]
[0.04527940750121928, 0.10998725891113281]
[0.04518318176269531, 0.10210990905761719]
[0.05487718582153178, 0.101318359375]
[0.035637855529785156, 0.11083602905273438]
[0.035712909698482065, 0.10281562805175781]
[0.03572893142699485, 0.0960540771484375]
[0.0356966018676701, 0.10403633117675781]
[0.035687446594231176, 0.10415077209472656]
[0.026215171813966265, 0.09541511535644531]
[0.026379585266106176, 0.10342597961425781]
[0.016853809356689453, 0.11013984680175781]
[0.0264434814453125, 0.10233879089355469]
[0.02649183273315714, 0.10194778442382812]
[0.026433086395257988, 0.11191368103027344]
[0.02648010253906108, 0.10349273681640625]
[0.03597879409790039, 0.096893310546875]
[0.03595886230468892, 0.10495185852050781]
[0.03594970703125, 0.10476112365722656]
[0.055277633666989345, 0.09588241577148438]
[0.06482982635498047, 0.10388374328613281]
[0.05518016815185689, 0.11048316955566406]
[0.05520296096801758, 0.10248184204101562]
[0.04581766128539755, 0.10210990905761719]
[0.04596643447876403, 0.11158943176269531]
[0.045930099487300424, 0.10302543640136719]
[0.055655860900877485, 0.09616851806640625]
[0.03640851974486736, 0.10420799255371094]
[0.046010303497318716, 0.1043701171875]
[0.046062469482421875, 0.09543418884277344]
[0.046089172363274145, 0.10339736938476562]
[0.04609994888304669, 0.10980606079101562]
[0.046089172363274145, 0.10223388671875]
[0.06523790359496928, 0.10189056396484375]
[0.0555451393127413, 0.11166572570800781]
[0.05577383041381978, 0.10327339172363281]
[0.07494888305664205, 0.09667396545410156]
[0.06548242568970153, 0.10477066040039062]
[0.074838542938231, 0.10450363159179688]
[0.06546640396118164, 0.09581565856933594]
[0.06545038223266175, 0.10410308837890625]
[0.06526346206664613, 0.11058807373046875]
[0.0651564598083425, 0.10280609130859375]
[0.08412313461303711, 0.1030731201171875]
[0.0555025100708022, 0.11285781860351562]
[0.0649193763732896, 0.10417938232421875]
[0.055571651458741655, 0.09772300720214844]
[0.05525627136229616, 0.10591506958007812]
[0.05534334182739542, 0.10540008544921875]
[0.04576797485351136, 0.09649276733398438]
[0.04592847824095969, 0.10477066040039062]
[0.03620538711547994, 0.11124610900878906]
[0.036184215545652876, 0.10352134704589844]
[0.05548791885375692, 0.10338783264160156]
[0.0362912178039565, 0.11296272277832031]
[0.026808929443369323, 0.10440826416015625]
[0.026867675781254263, 0.09795188903808594]
[0.02675418853760192, 0.10589599609375]
[0.02673463821411559, 0.10525703430175781]
[0.01735334396362731, 0.09615898132324219]
[0.026905536651618434, 0.10441780090332031]
[0.027002525329592686, 0.11071205139160156]
[0.0366385459899945, 0.10300636291503906]
[0.05565910339355895, 0.10291099548339844]
[0.06519012451172301, 0.11259078979492188]
[0.06518487930297567, 0.10406494140625]
[0.07481689453125284, 0.09781837463378906]
[0.0650450706481891, 0.10578155517578125]
[0.07450790405273722, 0.10522842407226562]
[0.06518402099609943, 0.09617805480957031]
[0.0651676177978544, 0.104522705078125]
[0.05541744232178303, 0.11079788208007812]
[0.0650302886962848, 0.10310173034667969]
[0.05555830001831197, 0.10293960571289062]
[0.0461277961730957, 0.11267662048339844]
[0.03661670684814311, 0.10380744934082031]
[0.02706699371338317, 0.09759902954101562]
[0.02704296112060689, 0.10556221008300781]
[0.027040290832523795, 0.1050567626953125]
[0.017514896392818002, 0.09614944458007812]
[0.007929134368900748, 0.104522705078125]
[0.007911968231205435, 0.11081695556640625]
[-0.001638984680170097, 0.10313987731933594]
[-0.0016304969787555024, 0.10329246520996094]
[-0.02070417404173952, 0.11305809020996094]
[-0.020694255828857422, 0.10424613952636719]
[-0.03029632568359375, 0.09790420532226562]
[-0.03982172012329244, 0.10607719421386719]
[-0.05901908874511719, 0.10530471801757812]
[-0.05892963409424112, 0.09623527526855469]
[-0.05884580612182333, 0.10478019714355469]
[-0.06857805252075622, 0.11073112487792969]
[-0.06841793060302592, 0.10304450988769531]
[-0.04931354522705078, 0.10338783264160156]
[-0.05901021957397745, 0.11300086975097656]
[-0.03977766036986452, 0.1042938232421875]
[-0.030381107330320845, 0.09807586669921875]
[-0.030445003509520063, 0.10610580444335938]
[-0.020823287963864345, 0.10508537292480469]
[-0.011260700225825815, 0.09617805480957031]
[-0.01130857467651225, 0.10489463806152344]
[-0.0019504547119169047, 0.11089324951171875]
[-0.0017994880676326375, 0.10315895080566406]
[0.007502746582034092, 0.10354995727539062]
[-0.0019225120544419383, 0.11322975158691406]
[-0.0020559310913057516, 0.10451316833496094]
[-0.011549377441404829, 0.0983428955078125]
[-0.011522293090820312, 0.10626792907714844]
[-0.011557865142819423, 0.10519027709960938]
[-0.011414241790774327, 0.09627342224121094]
[-0.011381912231449576, 0.10479927062988281]
[-0.021045875549312143, 0.11066436767578125]
[-0.021008014678955078, 0.10312080383300781]
[-0.011513233184807348, 0.10347366333007812]
[-0.021040248870846767, 0.11303901672363281]
[-0.0020066261291447063, 0.10433197021484375]
[-0.0020536422729477977, 0.09833335876464844]
[-0.0020644187927274515, 0.10626792907714844]
[-0.002164554595950108, 0.10515213012695312]
[-0.0021179199218792633, 0.09622573852539062]
[0.01689033508300497, 0.10491371154785156]
[0.026390647888185015, 0.11081695556640625]
[0.04558410644531108, 0.10332107543945312]
[0.05508995056152344, 0.10385513305664062]
[0.06442127227782635, 0.11336326599121094]
[0.074127197265625, 0.10462760925292969]
