1,1,1,"[2, 4, 1]","[210, 2, 250, 2, 230, 3]"
1,2,2,"[4, 2, 1]","[250, 3, 210, 2, 200, 3]"
1,1,1,"[2, 4, 1]","[210, 2, 250, 2, 200, 1]"
2,2,2,"[1, 4, 2]","[230, 1, 220, 1, 240, 1]"
1,2,2,"[2, 4, 1]","[240, 3, 250, 3, 230, 2]"
1,1,2,"[1, 4, 2]","[230, 3, 250, 1, 240, 3]"
2,2,2,"[2, 1, 4]","[240, 3, 230, 1, 250, 2]"
2,1,2,"[2, 4, 1]","[210, 2, 250, 3, 200, 3]"
2,1,2,"[1, 2, 4]","[200, 2, 210, 1, 220, 3]"
1,1,2,"[2, 4, 1]","[240, 3, 220, 2, 230, 1]"
