ets Jun  8 2016 00:22:57,6.100000000008876e-06
ets Jun  8 2016 00:22:57,0.015407100000000007
ets Jun  8 2016 00:22:57,0.030758800000000086
ets Jun  8 2016 00:22:57,0.04613070000000019
ets Jun  8 2016 00:22:57,0.061507700000000165
ets Jun  8 2016 00:22:57,0.0769238000000001
ets Jun  8 2016 00:22:57,0.09226830000000019
ets Jun  8 2016 00:22:57,0.10767510000000002
ets Jun  8 2016 00:22:57,0.12305420000000011
ets Jun  8 2016 00:22:57,0.13841320000000001
ets Jun  8 2016 00:22:57,0.15377000000000018
ets Jun  8 2016 00:22:57,0.16914610000000008
ets Jun  8 2016 00:22:57,0.1845186000000001
ets Jun  8 2016 00:22:57,0.19990940000000013
ets Jun  8 2016 00:22:57,0.21527530000000006
ets Jun  8 2016 00:22:57,0.23076370000000002
ets Jun  8 2016 00:22:57,0.24606150000000016
ets Jun  8 2016 00:22:57,0.2614458000000002
ets Jun  8 2016 00:22:57,0.2767870000000001
ets Jun  8 2016 00:22:57,0.2923361
ets Jun  8 2016 00:22:57,0.307523
ets Jun  8 2016 00:22:57,0.3229029000000001
ets Jun  8 2016 00:22:57,0.33827680000000004
ets Jun  8 2016 00:22:57,0.35371280000000005
ets Jun  8 2016 00:22:57,0.3691040000000001
ets Jun  8 2016 00:22:57,0.38446630000000015
ets Jun  8 2016 00:22:57,0.3997737000000001
ets Jun  8 2016 00:22:57,0.41515060000000004
ets Jun  8 2016 00:22:57,0.4306791000000001
ets Jun  8 2016 00:22:57,0.4459101000000001
ets Jun  8 2016 00:22:57,0.4613370000000001
ets Jun  8 2016 00:22:57,0.47667720000000013
ets Jun  8 2016 00:22:57,0.492038
ets Jun  8 2016 00:22:57,0.5074078000000002
ets Jun  8 2016 00:22:57,0.5227877000000001
ets Jun  8 2016 00:22:57,0.5383133
ets Jun  8 2016 00:22:57,0.5535437000000001
ets Jun  8 2016 00:22:57,0.5689566000000001
ets Jun  8 2016 00:22:57,0.5842970999999999
ets Jun  8 2016 00:22:57,0.5994433000000001
ets Jun  8 2016 00:22:57,0.6148205000000002
ets Jun  8 2016 00:22:57,0.6303342000000003
ets Jun  8 2016 00:22:57,0.6455759999999999
ets Jun  8 2016 00:22:57,0.6609624000000001
ets Jun  8 2016 00:22:57,0.6763284000000003
ets Jun  8 2016 00:22:57,0.6917636
ets Jun  8 2016 00:22:57,0.7070783000000003
ets Jun  8 2016 00:22:57,0.7224883
ets Jun  8 2016 00:22:57,0.7378378000000001
ets Jun  8 2016 00:22:57,0.7532216999999999
ets Jun  8 2016 00:22:57,0.7686150000000003
ets Jun  8 2016 00:22:57,0.7840944999999999
ets Jun  8 2016 00:22:57,0.7993812000000002
ets Jun  8 2016 00:22:57,0.8147112000000003
ets Jun  8 2016 00:22:57,0.8302258000000002
ets Jun  8 2016 00:22:57,0.8454655000000002
ets Jun  8 2016 00:22:57,0.8609692000000002
ets Jun  8 2016 00:22:57,0.8763699
ets Jun  8 2016 00:22:57,0.8918294
ets Jun  8 2016 00:22:57,0.9071046
ets Jun  8 2016 00:22:57,0.9224753000000001
ets Jun  8 2016 00:22:57,0.9379901000000002
ets Jun  8 2016 00:22:57,0.9532193
