0.000617099999999482,[ 0.84844041  0.29123545 -1.23446834],[-1.01374245  0.31232297 -1.23268056]
0.009112099999999401,[ 0.84846699  0.29111594 -1.23443305],[-1.01382864  0.31228116 -1.23254478]
0.01716249999999775,[ 0.84849441  0.29100874 -1.23438132],[-1.0139302   0.31223854 -1.23242009]
0.027069899999997205,[ 0.84852767  0.29087937 -1.23430896],[-1.01410723  0.31224161 -1.23226357]
0.03534479999999718,[ 0.84855038  0.29081696 -1.23425663],[-1.01425207  0.31224746 -1.23216498]
0.04369649999999936,[ 0.84859443  0.29076859 -1.23419833],[-1.01440525  0.31223705 -1.23205829]
0.050474599999997594,[ 0.84861088  0.29074165 -1.23416531],[-1.01449311  0.31222621 -1.23200524]
0.059119799999997724,[ 0.84867156  0.29068145 -1.2340982 ],[-1.01466894  0.31222087 -1.23191822]
0.06723739999999978,[ 0.84872717  0.29065239 -1.23404586],[-1.01486337  0.31219277 -1.23185432]
0.07704279999999741,[ 0.84883273  0.29062322 -1.23399532],[-1.01515353  0.31215015 -1.23178005]
0.08552429999999944,[ 0.84891641  0.29062405 -1.23394394],[-1.01535153  0.31212682 -1.23173511]
0.09397309999999948,[ 0.84900635  0.29062876 -1.23390269],[-1.01555371  0.31209981 -1.23168838]
0.1019445999999995,[ 0.84908575  0.29067719 -1.23387754],[-1.01576579  0.31209648 -1.23168218]
0.11027009999999748,[ 0.84917265  0.29072794 -1.23386502],[-1.01598597  0.31206894 -1.23167455]
0.11876039999999932,[ 0.84927493  0.29075825 -1.23384261],[-1.01620615  0.31201819 -1.23166001]
0.12689499999999754,[ 0.84937823  0.29078344 -1.23382497],[-1.01642323  0.31193426 -1.23164368]
0.13509290000000007,[ 0.84948319  0.2908363  -1.23382187],[-1.01664865  0.31183052 -1.23164535]
0.14357850000000028,[ 0.84958577  0.29090676 -1.23384237],[-1.01688337  0.31171978 -1.23166025]
0.1519528000000001,[ 0.84969085  0.2909601  -1.23386228],[-1.01710939  0.31160703 -1.23166251]
0.15886989999999912,[ 0.84974486  0.2909891  -1.23386765],[-1.01722467  0.31153923 -1.23166645]
0.16745029999999872,[ 0.84984618  0.29104125 -1.2338748 ],[-1.01746809  0.31140518 -1.23164856]
0.1750664999999998,[ 0.84993464  0.29111233 -1.23389435],[-1.017717    0.31128848 -1.23164546]
0.18347989999999825,[ 0.85000938  0.29118916 -1.23390889],[-1.01793516  0.31116721 -1.2316407 ]
0.19168900000000022,[ 0.85008252  0.29123992 -1.23391521],[-1.01816773  0.31102931 -1.23162079]
0.20071839999999952,[ 0.85016459  0.29126316 -1.23390126],[-1.01838958  0.31087756 -1.23159337]
0.21015689999999765,[ 0.85025948  0.29131484 -1.23388875],[-1.01873851  0.31066579 -1.23154545]
0.2186875999999991,[ 0.85030049  0.29137167 -1.23387122],[-1.01897478  0.31054273 -1.23149204]
0.2272535999999974,[ 0.85032064  0.29141662 -1.23385084],[-1.01919293  0.31044608 -1.23142576]
0.2350242999999992,[ 0.85033768  0.29144439 -1.23381925],[-1.01941729  0.31034198 -1.23132885]
0.2434580000000004,[ 0.85035855  0.29147527 -1.23377419],[-1.01963055  0.31023237 -1.23123705]
0.250559599999999,[ 0.85036182  0.29148221 -1.23375487],[-1.01973271  0.31018841 -1.23120451]
0.2591526000000002,[ 0.85036105  0.29152149 -1.23371184],[-1.0199455   0.31009376 -1.23112965]
0.26718819999999965,[ 0.85035449  0.29153588 -1.23365092],[-1.02015054  0.31001607 -1.23106337]
0.27550270000000054,[ 0.85033733  0.29153344 -1.23359013],[-1.0203408   0.30994141 -1.23098016]
0.28361519999999985,[ 0.85031068  0.29152232 -1.23350036],[-1.0205127   0.30990967 -1.2308991 ]
0.29371360000000024,[ 0.8502394   0.29151201 -1.23338294],[-1.02075636  0.30990979 -1.23078799]
0.30212239999999824,[ 0.85018945  0.2914955  -1.23328781],[-1.02090228  0.30994007 -1.23071826]
0.31030349999999984,[ 0.85013437  0.29147756 -1.23319006],[-1.02102435  0.30996796 -1.23063004]
0.3187476999999994,[ 0.85008073  0.29145876 -1.23308969],[-1.02112007  0.31000885 -1.23055625]
0.32688899999999776,[ 0.85005218  0.29144406 -1.23300314],[-1.02121913  0.31006891 -1.23049533]
0.33498449999999735,[ 0.85000861  0.2914429  -1.23291433],[-1.02130723  0.31013253 -1.23044086]
0.3434509999999982,[ 0.84995794  0.2914654  -1.23282099],[-1.02139068  0.3102001  -1.2303865 ]
0.3517817999999977,[ 0.84991032  0.29147929 -1.23271823],[-1.0214659   0.31029493 -1.23031056]
0.35873189999999866,[ 0.84988362  0.29148105 -1.23267329],[-1.02150536  0.31034142 -1.23028183]
0.36915869999999984,[ 0.84981173  0.29149213 -1.23252952],[-1.02160168  0.31047979 -1.2301811 ]
0.37710569999999777,[ 0.84977931  0.29148519 -1.23244524],[-1.02166355  0.31056702 -1.23011839]
0.38539929999999956,[ 0.84975171  0.29147595 -1.232355  ],[-1.02170694  0.31062615 -1.23004997]
0.3935418999999989,[ 0.8497448   0.29142407 -1.23227274],[-1.02172315  0.31067929 -1.2299813 ]
0.4027294999999995,[ 0.84974176  0.29138711 -1.23220444],[-1.02174902  0.31073985 -1.22991586]
0.41107169999999726,[ 0.84974337  0.29135811 -1.23214459],[-1.02178061  0.31081951 -1.22985506]
0.4192909,[ 0.84976041  0.29136825 -1.23201561],[-1.02179825  0.31089637 -1.22979236]
0.42759019999999737,[ 0.84976548  0.29136527 -1.23187029],[-1.02182782  0.31098396 -1.22972405]
0.43623389999999773,[ 0.84980547  0.29131633 -1.23181415],[-1.02184141  0.31107143 -1.22965765]
0.4440181999999986,[ 0.84985697  0.29124257 -1.23178911],[-1.02185202  0.31115946 -1.22960448]
0.45204629999999923,[ 0.84991384  0.2911624  -1.2317754 ],[-1.02184331  0.3112129  -1.2295351 ]
0.46089509999999834,[ 0.84998125  0.29105395 -1.23176992],[-1.02184546  0.31126809 -1.22944462]
0.4692325000000004,[ 0.85005873  0.29093775 -1.23174906],[-1.0218271   0.31129983 -1.22935092]
0.4776802999999994,[ 0.85012847  0.29082823 -1.23173201],[-1.02181506  0.31132627 -1.22925067]
0.48577530000000024,[ 0.85019624  0.29071367 -1.23172879],[-1.02180433  0.3113696  -1.22915113]
0.49452679999999916,[ 0.85026813  0.29059875 -1.23171163],[-1.02179265  0.31140345 -1.22903252]
0.5036920999999985,[ 0.85034019  0.29042143 -1.23167777],[-1.0217787   0.31142876 -1.22890496]
0.5128646000000003,[ 0.85041165  0.29023868 -1.23164403],[-1.02174568  0.31144559 -1.22875202]
0.5214447999999976,[ 0.8504945   0.29005185 -1.23160589],[-1.02170801  0.3114616  -1.22862077]
0.5293928000000001,[ 0.85059094  0.28985688 -1.23155463],[-1.02167499  0.31149015 -1.22848427]
0.5400679000000004,[ 0.85073316  0.28952038 -1.23143554],[-1.0215987   0.31152669 -1.22826684]
0.5478021999999996,[ 0.85081893  0.28928638 -1.23134243],[-1.02155232  0.31153893 -1.22811639]
0.5559738000000003,[ 0.85088617  0.28905582 -1.2312516 ],[-1.02150941  0.3115741  -1.22796822]
0.5648431999999985,[ 0.85095006  0.28881451 -1.2311275 ],[-1.02146423  0.31159505 -1.22781253]
0.5728553999999981,[ 0.85100514  0.28855565 -1.23099136],[-1.02141261  0.31160429 -1.22765183]
0.5812007999999977,[ 0.85107541  0.28826937 -1.23082972],[-1.02136123  0.31157926 -1.22748828]
0.5894522999999978,[ 0.85115349  0.28797582 -1.23068106],[-1.02130294  0.31153196 -1.22732961]
0.5975356000000005,[ 0.85122824  0.28768769 -1.23052144],[-1.02125013  0.31149241 -1.22717524]
0.6058146999999998,[ 0.85130876  0.28738314 -1.23038602],[-1.02120805  0.31143501 -1.22703278]
0.6126511999999984,[ 0.85135317  0.28722143 -1.23031247],[-1.02118242  0.31140086 -1.22695506]
0.6209442999999979,[ 0.85142261  0.28692409 -1.23014152],[-1.02117884  0.31134298 -1.22687733]
0.6290750999999979,[ 0.85149944  0.28663379 -1.22997713],[-1.02113628  0.31125599 -1.22672462]
0.6362101999999972,[ 0.85156667  0.28635702 -1.2298044 ],[-1.02106547  0.31113663 -1.22659183]
0.6438995999999975,[ 0.85165262  0.28605783 -1.2296356 ],[-1.02101481  0.31100997 -1.22645068]
0.6520817000000001,[ 0.8517229   0.28574991 -1.2294699 ],[-1.02088785  0.31084269 -1.22621942]
0.6610853999999975,[ 0.85180676  0.28543979 -1.22930849],[-1.02081203  0.31070414 -1.22607696]
0.6688831999999998,[ 0.85189295  0.28511912 -1.22913337],[-1.02072942  0.31057945 -1.22595322]
0.6771370999999995,[ 0.85194939  0.28479567 -1.22897565],[-1.02067041  0.31047282 -1.22583914]
0.6854024999999986,[ 0.85200596  0.28447562 -1.22881413],[-1.02060914  0.3103587  -1.2257154 ]
0.6934863,[ 0.85205257  0.28415281 -1.2286346 ],[-1.02055204  0.31025362 -1.22557473]
0.7018652999999979,[ 0.8520937   0.28381237 -1.22845137],[-1.02048874  0.31014246 -1.22544742]
0.7085712999999991,[ 0.85211188  0.28364676 -1.22837341],[-1.02045095  0.31007841 -1.22539306]
0.7167965999999986,[ 0.85217142  0.28331241 -1.22821534],[-1.02040935  0.30996886 -1.22527814]
0.7253180999999991,[ 0.85223234  0.28298455 -1.2280668 ],[-1.0203557   0.30984846 -1.22517407]
0.7336755000000004,[ 0.85229182  0.2826542  -1.22793424],[-1.02029979  0.30974662 -1.2250613 ]
0.7417163999999978,[ 0.85233998  0.28232813 -1.22777283],[-1.02024293  0.30963901 -1.22496593]
0.7497238999999993,[ 0.85238004  0.28202477 -1.22760499],[-1.02018058  0.30957064 -1.2248714 ]
0.7566241999999974,[ 0.8524065   0.28173089 -1.22744477],[-1.02011669  0.30951014 -1.22477734]
0.7645266,[ 0.85242176  0.28143963 -1.22726119],[-1.02004158  0.3094292  -1.22469258]
